EAR,MAR,Pitch,Yaw,Label
0.26966808295529765 , 0.0 , -60061.746457970075 , -1082.8098854698974 ,0
0.28260163181787334 , 0.0 , -60333.47203774691 , -727.9324665086572 ,0
0.2586887510779665 , 0.0 , -59784.55380370056 , -1828.2721238382705 ,0
0.28793168987269596 , 0.0 , -59494.528151686165 , -1905.2732510579624 ,0
0.270188398914293 , 0.0 , -60278.35506571038 , -1492.7529274610106 ,0
0.2720286226802643 , 0.0 , -59605.325768442024 , -1685.761888245755 ,0
0.2667068232146316 , 0.0 , -59704.12511200166 , -2276.3013848921655 ,0
0.2749150154528326 , 0.02364257795702247 , -59562.90539091985 , -3286.581300471935 ,0
0.2802498207151093 , 0.0 , -59666.27616464932 , -2928.3888420565327 ,0
0.27186415753875404 , 0.0 , -60480.587104379454 , -3343.2556791370253 ,0
0.270485386297474 , 0.0 , -61142.44552583598 , -3479.2270797653846 ,0
0.24648695637709625 , 0.024625761678892605 , -60837.94720440543 , -2908.0328254476794 ,0
0.2734060964161459 , 0.024042351841717248 , -60996.192986816335 , -3120.3890381044675 ,0
0.27944832053974994 , 0.0 , -60693.4566797166 , -4040.407135594287 ,0
0.2512042768493253 , 0.0 , -61047.896461938646 , -2836.827303140473 ,0
0.2562760450780201 , 0.0 , -60642.41523081229 , -3556.3225014430773 ,0
0.26439325486694093 , 0.0 , -60730.187098379414 , -3265.0055726065298 ,0
0.26983044462919936 , 0.0 , -60287.81421005028 , -3906.317096358765 ,0
0.25713906502041356 , 0.0 , -61191.845861643225 , -3362.912721600184 ,0
0.29434025322750723 , 0.0 , -60680.184082973974 , -4776.527789243229 ,0
0.16356592470515194 , 0.0 , -62068.4580482145 , -7344.718214265124 ,0
0.39895882995144427 , 0.0 , -35472.06518882447 , -24.096920088130176 ,0
0.41703898566119785 , 0.03429971702850177 , 58484.076772565604 , 10698.26733750287 ,0
0.3820752880246009 , 0.027472112789737803 , -64131.62379374229 , -8334.66378846255 ,0
0.30720934020178253 , 0.0 , -59736.59638896026 , 1609.9852511343552 ,0
0.30049532537472634 , 0.0 , -59812.13574961057 , 5010.673804396786 ,0
0.09937303690898454 , 0.02323069967623409 , -59206.427233069866 , 3273.8152154759578 ,0
0.35959647167844266 , 0.0 , -59045.90187968433 , 2106.319859934888 ,0
0.24138698172912754 , 0.0 , -60774.80933551583 , 2591.3172644338897 ,0
0.17343376259364748 , 0.0 , -58906.712083111095 , -5435.865478587137 ,0
0.28223128526618757 , 0.0 , -60998.17336442402 , 5556.141945849843 ,1
0.2898073825815577 , 0.0 , -60846.457525742386 , 7034.775100991621 ,1
0.22375159994948773 , 0.0 , -61565.0632024726 , 5312.946750588431 ,1
0.41747436833955237 , 0.0 , -35678.01937720635 , 167.0505850126428 ,1
0.3607218312278863 , 0.0 , -35360.55848751141 , 144.29670425980675 ,1
0.31285317603604534 , 0.03398138330152924 , 61486.122975977705 , -13689.93643593883 ,1
0.3639250404856955 , 0.0 , -39730.848299405836 , 24073.537686795593 ,1
0.220143132143988 , 0.02630668208823282 , -60968.33615013545 , -5652.989503954887 ,1
0.20292207228947945 , 0.10414406840917835 , -58604.835030844224 , 415.42669927477294 ,1
0.11641942835595678 , 0.024382992454708537 , -58707.981344737236 , 1370.9536664622774 ,1
0.11209862248358557 , 0.02323069967623409 , -60179.6863845837 , 1853.9376286840593 ,1
0.07490124077374963 , 0.0 , -59994.36657552725 , 1623.2112573572067 ,1
0.35655468012779773 , 0.0 , -59458.03595278028 , 1960.890566983569 ,1
0.1675797567518573 , 0.0 , -59772.068879414044 , 1302.7802141708603 ,1
0.1974916944159837 , 0.0 , -59753.68358503139 , 1008.6237468393584 ,1
0.196463759184929 , 0.0 , -59717.427751424875 , 1241.7481720168569 ,1
0.234750848231143 , 0.0 , -60033.3928311456 , 1328.2251077238398 ,1
0.2347157895984818 , 0.0 , -60319.595887542775 , 1877.9323878439836 ,1
0.22703553451904537 , 0.0 , -59962.61767248978 , 1698.6747680718086 ,1
0.23127225244004573 , 0.0 , -61033.98579525388 , 1441.2889772241265 ,1
0.09063780578475605 , 0.0 , -60125.750984991944 , 1909.669427730546 ,1
0.11413403072043618 , 0.0 , -60466.67311509136 , 1679.2812262343264 ,1
0.12654257904907812 , 0.024382992454708537 , -60146.57691884397 , 1831.1659035265097 ,1
0.29104634341800395 , 0.0 , -59749.58377140007 , 1231.023161337863 ,1
0.3401332940477697 , 0.0 , -60610.744929023735 , 1736.0849171096606 ,1
0.28312354346199353 , 0.02564102564102564 , -60419.7330148807 , 4565.7797213568165 ,1
0.268240064682661 , 0.0 , -61893.182893935314 , 5868.894009050532 ,1
0.3747445434821751 , 0.0 , -60833.48152325291 , 10519.58087826042 ,1
0.37929355835966705 , 0.026234161806670223 , -61385.10809052211 , 10655.543493577807 ,1
0.33878434501763277 , 0.0 , 63852.95822611077 , 10017.349717869045 ,1
0.10271869674666707 , 0.0 , 62098.851487826374 , 7354.684680548509 ,1
0.195039734335137 , 0.024929982747211407 , 62892.16997538727 , 8063.003615948529 ,1
0.24186615524079047 , 0.025565499628245683 , 62954.29328735274 , 8195.15735969434 ,1
0.36356324031976284 , 0.0 , -64276.97320504802 , 9251.28935249811 ,1
0.2671583088078633 , 0.025607375986579195 , -64541.25864840469 , 7686.008489763569 ,1
0.2520844688389362 , 0.0 , -64279.66966583084 , 7964.251555070752 ,1
0.24170030755680139 , 0.0 , -64617.26064702483 , 8593.759094846573 ,1
0.226577267321794 , 0.0 , -35674.05202817583 , 459.0667634302466 ,1
0.25559048630163705 , 0.0256326007925508 , 64242.007183504626 , 6232.260279428085 ,1
0.25572975051261027 , 0.024968808471946116 , -64788.75327859089 , 7590.806193961382 ,1
0.2160945719117022 , 0.0 , -64684.02846787769 , 6867.073617406567 ,1
0.20455064411095822 , 0.0 , -64212.25743206044 , 7024.409713524534 ,1
0.265881606299661 , 0.02499219116020307 , -64627.305092716575 , 6683.512230642618 ,1
0.276826297056043 , 0.0 , -63750.55396410413 , 7172.500299744993 ,1
0.25217263041341503 , 0.0 , 64795.99861346538 , 7447.2825695186875 ,1
0.27558153613666014 , 0.0 , -63630.616451848524 , 7255.303098691852 ,1
0.2558817405609275 , 0.0 , 61105.489317950254 , 4537.997728215131 ,1
0.23256657086680899 , 0.0 , -64367.32589068301 , 7274.869164938405 ,1
0.2470363895927286 , 0.0 , -64256.632590185014 , 7887.178300377137 ,1
0.2328120563504596 , 0.0 , 64719.34698306992 , 6498.170594570698 ,1
0.2790562357663098 , 0.026987629007500225 , -61617.897623315774 , 5787.050360124472 ,2
0.42375754268225874 , 0.0 , -35502.61009402935 , -24.473248181891066 ,2
0.5558741171353783 , 0.0 , -35496.34573654066 , 53.935449887227215 ,2
0.266483113863502 , 0.04552514536059855 , 62501.882705192475 , -15047.685124540518 ,2
0.318688053035243 , 0.042485928866208736 , -29338.05167870105 , 11596.562399941458 ,2
0.2576042510558644 , 0.04271788288583805 , -50753.02579904563 , 18114.81229730356 ,2
0.32495515156106247 , 0.0 , -60007.30465009924 , 6066.385372837327 ,2
0.32713801029357936 , 0.0 , -58869.948314461806 , 7655.8032489921825 ,2
0.3741170880592112 , 0.0 , -59032.667599391454 , 7867.316810539695 ,2
0.33784930172142635 , 0.0 , -58833.74857438359 , 8243.7856606954 ,2
0.32655891005529336 , 0.0 , -59340.04248021233 , 7995.828951368992 ,2
0.3836740130908879 , 0.0 , 56021.35436253839 , -17777.295038262982 ,2
0.3496329466279512 , 0.0 , 55749.688818609604 , -17457.304592329536 ,2
0.36130186722940677 , 0.0 , 56271.57591409151 , -17480.437912469908 ,2
0.37616856267055043 , 0.0 , -64587.45327317935 , -14308.114785544642 ,2
0.3400787344723752 , 0.030178582014172842 , 64754.57912339446 , -14260.327037111147 ,2
0.38485729752832587 , 0.04025848411142373 , 64710.35089701786 , -13890.097796156475 ,2
0.1201735366095949 , 0.023782574707724703 , -49610.99103149382 , 914.6741345473482 ,2
0.11232392653138802 , 0.0 , -49559.00160330325 , 328.70058451035095 ,2
0.36417063558262236 , 0.025 , -59604.61128285347 , 7572.149363853784 ,2
0.2857722926824065 , 0.0 , -60525.41899277622 , 5089.189891773257 ,2
0.41126467947153744 , 0.0 , -61550.95660977534 , 9610.346839828193 ,2
0.37546212817640284 , 0.0 , -61039.83846378951 , 9782.893219494017 ,2
0.26860920807999566 , 0.0 , -63131.80056331505 , -5031.674483459174 ,2
0.33711992551035624 , 0.02499219116020307 , -61783.00682040032 , -6711.282409910446 ,2
0.21499277135658784 , 0.0 , -63103.904129466515 , -5725.07945321805 ,2
0.2650057587727912 , 0.02499219116020307 , -62938.20006816688 , -6813.998898482739 ,2
0.2445025161077813 , 0.0 , -62971.08344523346 , -6341.162300013456 ,2
0.24080087921434667 , 0.0 , -63243.73086366562 , -6954.769072631971 ,2
0.3459670607158038 , 0.0 , -62272.95976912835 , 2036.0513886426545 ,2
0.31900526544068664 , 0.0 , -62641.78437852485 , 804.4115807986681 ,2
0.302123693408211 , 0.0 , -62839.32882734289 , 1259.2798276795959 ,2
0.38958510457795653 , 0.0 , -62409.11187102726 , 1260.5128667314002 ,2
0.3634370847570946 , 0.0 , -64702.20578224607 , 5891.637958859288 ,2
0.3807879265501059 , 0.0 , 64665.3122731343 , 5867.278082101775 ,2
0.3145606802252382 , 0.0 , -59699.845704879524 , 7639.556248958968 ,2
0.3170667082023907 , 0.0 , -59839.410736497215 , 7172.870695109258 ,2
0.2956041292496027 , 0.024929982747211407 , -60044.63451618547 , 6706.815186635297 ,2
0.2835984576692424 , 0.0 , -59927.02134795669 , 5976.681769017552 ,2
0.3084143377887349 , 0.0 , -60060.59468003653 , 6667.610203657586 ,2
0.33170328532302235 , 0.0 , -63684.82420890356 , -9680.608039283992 ,2
0.3972068239670499 , 0.0 , -62689.93379348248 , -10465.143079666504 ,2
0.38994335638111277 , 0.0 , -62491.373434020905 , -9838.031314717826 ,2
0.36742451245610297 , 0.02630668208823282 , -62538.92398870505 , -9595.374482444358 ,2
0.3062661434301238 , 0.0 , 56433.15096640318 , 13575.449296648292 ,2
0.3963418326644358 , 0.0 , -63960.98836730096 , 11608.778625748211 ,2
0.35566584567138043 , 0.0 , -63814.83923248511 , 11270.132527191827 ,2
0.4043380781016427 , 0.0 , 57844.79948717554 , 14052.73989071161 ,2
0.3697086819133244 , 0.0 , 57762.37074627121 , 13791.008626302219 ,2
0.2576161055144588 , 0.0 , 64786.78764582552 , 9431.736807645686 ,2
0.27225186400897605 , 0.0 , 56877.31291311976 , 12108.551340209393 ,2
0.2794774731610253 , 0.0 , -64425.387489075525 , 10223.319213190825 ,2
0.29134049211886975 , 0.0 , -60913.37485442126 , -2397.000507085803 ,2
0.28521212171615185 , 0.0 , -60269.127111569534 , 92.48950845805818 ,2
0.27084648733139893 , 0.0 , -60899.5481452715 , 737.4326684818918 ,2
0.2648785019174839 , 0.0 , -62374.45963769158 , -9014.972909794817 ,2
0.2951883229710049 , 0.0 , -62314.84062888589 , -9886.77443687477 ,2
0.27214241810798945 , 0.0 , -61145.22938517233 , -1654.3985749252586 ,2
